         501           1   17.3872911954724     
         501           2   13.9368668338969     
         501           3   11.3622551539944     
         501           4   23.2414950337319     
         501           5   11.7470228248331     
         501           6   23.4107876425316     
         501           7   13.9693899293451     
         501           8   6.04955816147065     
         501           9   23.9829652368867     
         501          10   9.66541308848937     
         501          11   14.0635541169192     
         501          12   11.1597325401258     
         501          13   9.94859088535873     
         501          14   16.2269201958510     
         501          15   18.0535369086331     
         501          16   15.1364376027054     
         501          17   10.2533913422625     
         501          18   22.7339530011751     
         501          19   12.9737076571167     
         501          20   17.2741199129608     
         501          21   16.1445908627261     
         501          22   14.3693149359665     
         501          23   22.5359377338327     
         501          24   25.6298857876095     
         501          25   14.8250469354196     
         501          26   7.00108868148136     
         501          27   14.8400392568404     
         501          28   12.8557995372856     
         501          29   15.0562127374586     
         501          30   14.8016670840484     
         501          31   13.6736358898519     
         501          32   16.1131426210491     
         501          33   10.9499104248930     
         501          34   10.6328670506096     
         501          35   14.4794207349421     
         501          36   12.9938274303664     
         501          37   12.4862051100660     
         501          38   25.8238209609405     
         501          39   17.6285698149259     
         501          40   14.8609464139812     
         501          41   16.2551985784714     
         501          42   13.7913413767169     
         501          43   12.1206834950619     
         501          44   10.5781300304619     
         501          45   12.3293845505128     
         501          46   10.6705593263813     
         501          47   15.4555059519013     
         501          48   14.0492385192237     
         501          49   14.8090956848471     
         501          50   11.4006696526319     
         502           1   17.4055205000275     
         502           2   12.2560726894587     
         502           3   11.8543866283942     
         502           4   21.3137084777799     
         502           5   11.3179567248228     
         502           6   19.0848501831948     
         502           7   13.5881890771350     
         502           8   6.08897469232064     
         502           9   26.4537812218311     
         502          10   7.08594035098979     
         502          11   13.9644639680069     
         502          12   13.8908572100858     
         502          13   16.2350679859036     
         502          14   16.7407868174336     
         502          15   17.7489841134259     
         502          16   14.5608266636908     
         502          17   9.82263008774608     
         502          18   20.7362935031784     
         502          19   12.5609932194157     
         502          20   16.1692457242545     
         502          21   17.0914483144849     
         502          22   19.1496732254129     
         502          23   25.1216842761004     
         502          24   22.4580780533798     
         502          25   14.7031449682066     
         502          26   6.78050198468681     
         502          27   16.4490757654927     
         502          28   12.9220219829159     
