   -24.51070   -276.58600    186.90300     98.31270    -98.84600    -37.40130
   -42.25520   -145.60300    -28.78940    -48.22630   -233.99800     52.90850
   551.87100    424.94900    404.65900     62.60710   -122.40300     24.45180
   118.47300    -69.20740     31.01770     22.34130      7.42061    140.78900
   -15.20470    307.15400     -1.11842      4.35232      9.15540    -35.13730
    17.41190    218.91100    169.76700    -96.98370    -18.23710    -59.35370
    64.04670    224.37700    204.11100    -57.10730     82.25200    -81.89770
    87.22670    117.94600    -71.68360     84.61720     31.77860    -58.40710
    68.83430    -83.43660     69.38290     80.75590    175.56500    -83.17400
    61.74090    -43.16040   -102.73600   -163.52000     -0.01328     36.37840
    98.33080   -103.98400    131.34800    -61.44980    -81.76710     54.82790
   150.61500    -21.74290   -127.35200   -148.13700     82.87360     53.44360
   277.74200     67.19070    378.03600   -291.68200     17.78980    -54.83820
   -21.62480     14.75080     90.13830   -179.64300     27.42550   -248.50700
   718.40700    338.52800    418.36100   -106.09800    -85.83450    139.74000
   158.38100     44.80830    197.02000     24.14800    113.91500    129.20600
   -80.16130    191.72300    119.28700    256.70700    101.27200    -15.47670
   259.56700    -15.56610     67.18260     -3.95273     98.69090    -43.09840
  -235.15600    -14.37940   -189.29800     44.50940    -66.29560   -105.23300
   119.19700    310.32100     27.60360   -101.00200     52.57070   -145.95400
   118.35900    132.10400    -19.81390   -126.68100    172.16600     -6.83292
    96.24130    192.86300     55.29160    -41.34320    105.45500    123.38100
    59.06920    212.07300    396.55300    -11.31850   -122.23400     71.73190
    15.04560    362.72100    -10.20410   -187.28600     44.75990   -108.96100
   255.15200    226.35200    135.65600    -60.89230     28.05740     36.03970
  -327.01500     59.65280   -421.60100    -33.60570    212.16100     61.71840
   228.79200    108.43900    344.35100    -82.01690     46.18160    120.51400
  -208.32300   -140.81800   -146.73300   -176.80000     28.40190   -173.22900
   -89.33230    -33.58210     -7.82390    125.08400      4.34926    112.92500
   167.87800   -322.74300     12.43070    -79.12270    -22.40910   -184.48600
    76.84440     65.87660    193.50600   -135.22800     10.86360   -158.82300
   -10.73570     68.04900   -121.42200   -171.60100     43.47700    120.08200
    -6.59897    189.81400    355.96700    -57.10970    -52.93860     67.02850
   -33.99370    133.48400    342.94900   -121.41000     34.19670     96.93770
  -303.55000    105.56000     63.41710    -76.09550     57.06550     93.22410
  -326.03600   -260.30300    182.77000   -143.52600      2.84417     36.53560
   301.38900     30.88940     83.85090     16.94680   -172.88100    128.75500
   -14.36360    -98.98240    -61.02540   -166.79800   -150.18100    101.24900
  -130.51400    114.01200   -170.57600     13.32210    111.44700     45.09510
    89.49410    102.56600    202.43300      6.36923   -157.06100      4.87401
    46.91290    185.13400    141.41700    -40.70550    -41.58290     50.72410
   -36.80450    305.57100     22.55580    -84.23570     18.23160    -27.81330
   301.95400    130.25700     31.98530   -193.89700    -29.43290      3.72518
   158.75800     32.09360    276.05400   -235.82700     93.36940   -102.42400
    68.71710     96.51170    154.27500   -126.09400    -64.94150     17.97190
   -28.04050    -52.24380    118.03700    102.04300   -172.12800     94.92660
   114.03400    111.43400   -159.84300    -40.69810    -72.47330     93.99590
    24.55500    165.16900    296.26300    -47.76630     50.26640    132.29200
  -180.99500    -21.20850   -276.55900    -70.71710    -46.71160    -37.52920
   136.94400    310.70600    222.46500   -186.62400    -78.15770     -0.70444
    40.04020    -49.07940    220.59800      0.34729    -89.46530     58.69890
   252.03600   -240.22000     89.58590   -152.87700   -152.17300     13.78870
  -275.93600     19.92510     36.21240   -156.12100   -117.62700     85.10340
   102.08300    429.45800    178.58900    179.77300     -7.01474    -83.86570
    52.25650    105.35500    271.16400   -156.31700    -60.36400    -50.81490
   -55.17580    -12.02040    -20.14140    -86.33520   -126.78500     -4.15009
   -55.27740     -9.88337    181.04400    102.06600     49.87580      8.93278
   -17.45380     58.41080    205.50100    -66.18700     59.92170   -164.73800
    -5.13496   -148.94600   -262.51100   -220.12000   -191.11300    -67.22500
   -48.41120    565.45900     88.24650     20.01620     44.57340   -100.18900
   244.20700     79.74220    196.04800    -35.38950     36.93130   -153.77200
   301.71900    -84.73010    377.05200     87.99070     56.92410   -111.00000
  -305.89100    550.89100     71.67060   -201.71600    -68.66310     10.78890
   139.09300    212.34700    323.23100     22.82470    -26.40050    -56.73130
  -247.38800   -140.08200   -386.09500      9.78788     -2.97868    127.98300
   107.87000      2.05734    432.48300    -44.31810   -188.74500     -8.33492
    17.55280   -356.57200   -104.12100   -135.51300   -147.00200    -90.94120
   199.18400     67.41180    260.85500    213.52500      6.18481   -186.71100
  -117.91600      5.89256    -33.29440   -174.56700    -23.84070    271.54900
  -362.81300    -32.79740   -385.91300     40.64820   -134.02600      8.47886
  -109.07600   -251.63200    135.60900   -107.63100    108.99500    -67.97870
     7.02730   -177.20000    201.12500     45.18840   -158.31700    -15.51430
    64.76180     37.27340    113.03900    107.27900    -82.47110      6.61350
   122.80600    438.49600    588.69600     12.88150     46.59850     33.32570
   342.60300     31.33240   -108.24000    105.49500     15.82470    -69.75230
    36.80100    487.39300    -19.21690    -42.19540     50.35860    129.92600
   264.70100    203.07500    424.29100    -51.36610    131.24600    -98.41490
    72.45210    -81.10880    283.01500     31.81070   -122.27100      0.03134
   -46.30040   -326.76300     48.67480    -27.89520     18.52470     87.31610
  -366.04100   -229.37200    397.23900   -127.24400    148.46800     34.63950
   -38.52850     35.33050    288.91200    128.50200    -68.01920     -2.45342
   160.47000    193.46000    354.21000   -144.07500   -167.09200    108.19500
   -35.31030    200.61300    -86.44560   -242.43100     13.92120     42.67670
  -218.11900    254.09000    353.43900     50.79110    -52.67370     56.75060
  -138.92900   -196.73800    -90.20630     11.11470     94.57630   -271.85900
   468.97200    379.30000    310.03000    -34.02700     84.43700     61.45850
   113.98000    236.43200     62.63420    -51.83050    195.56300     65.14950
  -542.38100    -78.20270   -338.53200   -252.33400   -176.68300    -29.37110
   157.47600    228.44100    402.17500    -38.14360    146.94700    202.42600
